-40,16.84887459807074,31.078631978953524,52.07249342297574
-50,16.970802919708028,30.656934306569344,52.37226277372263
-30,17.00862671951504,30.68897178829564,52.30240149218932
-20,17.223302114625668,30.800494787064853,51.97620309830948
-10,17.249430856342304,30.500262681688167,52.25030646196953
10,17.254695453747587,29.863670937920546,52.88163360833187
20,17.278251723734954,29.15157181255113,53.57017646371391
40,18.215830702677422,28.04279200280603,53.741377294516546
50,18.68988974900305,27.152240206427397,54.157870044569556
30,18.72201872201872,28.001628001628003,53.27635327635327
70,18.772904598652325,26.88261023761674,54.34448516373094
80,18.977006663865044,27.10572131836465,53.9172720177703
60,19.0976366674624,27.11864406779661,53.783719264740995
