-50,16.627701027275947,35.61459440311725,47.7577045696068
-40,16.52216818213858,35.4972862479735,47.98054556988793
-30,16.5697262022982,35.21066817988367,48.21960561781813
-20,15.664759340289464,34.170313025917196,50.16492763379333
-10,15.824258827972557,32.34720211493674,51.82853905709071
10,16.157356594073132,28.016867887470394,55.825775518456474
20,16.133846065545544,27.096366871376915,56.76978706307754
30,16.263310745401743,26.23996355560617,57.49672569899208
40,17.042037782946615,24.40006807738129,58.557894139672094
50,17.009756922903392,22.880830184422763,60.10941289267385
70,17.202663055743624,22.08305122997066,60.71428571428571
60,16.792857950050855,22.460164990394397,60.74697705955475
80,16.976533272871556,21.72089332275252,61.30257340437593
